53.4,61.4,60.3,0.549,0.0133
53.4,57.7,64.9,0.547,0.0129
53.4,53.7,70.8,0.542,0.0139
53.4,49.5,78.3,0.538,0.0138
53.4,45.6,88.1,0.526,0.0143
53.4,42.4,100.3,0.516,0.0157
53.4,40.8,114.6,0.514,0.0176
53.4,41.1,129.5,0.513,0.0203
53.4,43.3,143.2,0.507,0.0243
53.4,46.7,154.7,0.515,0.0283
53.4,50.8,163.7,0.517,0.0328
53.4,54.9,170.6,0.517,0.0386
53.4,58.8,176,0.519,0.0437
53.4,62.5,180.3,0.514,0.0482
51.7,60,56.3,0.528,0.0118
51.7,55.8,60.4,0.521,0.0098
51.7,51.1,65.8,0.517,0.01
51.7,46.1,73.1,0.504,0.0102
51.7,41.1,83.2,0.5,0.0117
51.7,36.9,96.8,0.492,0.0126
51.7,34.5,114,0.482,0.0156
51.7,34.8,132.5,0.482,0.0183
51.7,37.8,149,0.487,0.0219
51.7,42.3,161.7,0.484,0.0254
51.7,47.3,171,0.489,0.0294
51.7,52.3,177.8,0.502,0.0328
51.7,56.8,182.8,0.502,0.0356
51.7,60.9,186.7,0.503,0.0378
48.3,59.8,58.7,0.448,0.0108
48.3,55.6,63,0.443,0.0108
48.3,51,68.7,0.434,0.0114
48.3,46.1,76.3,0.423,0.0112
48.3,41.3,86.7,0.416,0.0117
48.3,37.4,100.5,0.405,0.0134
48.3,35.4,117.5,0.401,0.0154
48.3,36,135.3,0.4,0.0186
48.3,39.1,151,0.4,0.0215
48.3,43.5,163.2,0.4,0.0255
48.3,48.4,172.1,0.403,0.029
48.3,53.2,178.8,0.406,0.0328
48.3,57.6,183.7,0.409,0.0355
48.3,61.6,187.6,0.409,0.0372
48.5,55.7,33.9,0.536,0.0044
48.5,50.1,33.6,0.527,0.0046
48.5,43.3,33,0.518,0.0029
48.5,35.2,32,0.506,0.0023
48.5,25.6,30.1,0.492,0.0035
48.5,14.6,24.8,0.479,0.0038
48.5,3.7,342.1,0.472,0.0053
48.5,10.6,233,0.461,0.0092
48.5,21.9,224.3,0.457,0.0119
48.5,32.1,221.7,0.46,0.0156
48.5,40.7,220.4,0.459,0.0197
48.5,47.9,219.7,0.464,0.0229
48.5,53.8,219.3,0.467,0.0246
43.9,57.5,44.9,0.394,0.0068
43.9,52.2,46.4,0.391,0.0069
43.9,46,48.4,0.385,0.0051
43.9,38.6,51.5,0.376,0.0047
43.9,29.9,56.8,0.366,0.0043
43.9,20.4,67.9,0.356,0.006
43.9,11.9,98.9,0.338,0.0071
43.9,12.3,160,0.331,0.0097
43.9,20.9,189.1,0.334,0.013
43.9,30.4,199.7,0.332,0.0152
43.9,39,204.8,0.33,0.0185
43.9,46.4,207.8,0.327,0.0207
43.9,52.5,209.8,0.339,0.0213
43.9,57.7,211.1,0.348,0.0237
33.1,58.5,54.7,0.349,0.0078
33.1,53.4,55.8,0.353,0.0061
33.1,47.4,57.3,0.351,0.0047
33.1,40.2,59.5,0.34,0.0032
33.1,31.7,63.2,0.339,0.0024
33.1,21.9,70.7,0.336,0.0028
33.1,12,92.4,0.326,0.004
33.1,8.9,162.5,0.32,0.0054
33.1,17.4,202.4,0.318,0.0078
33.1,27.5,213.7,0.317,0.0105
33.1,36.7,218.6,0.316,0.0118
33.1,44.4,221.4,0.32,0.0145
33.1,51,223.1,0.33,0.0156
33.1,56.4,224.3,0.322,0.0163
20.4,61.6,105.7,0.391,0.0106
20.4,57.7,109.4,0.394,0.0109
20.4,53.3,114.3,0.396,0.0099
20.4,48.6,120.7,0.395,0.01
20.4,43.7,129.4,0.396,0.0091
20.4,39.2,141.2,0.39,0.0081
20.4,36,156.6,0.387,0.0079
20.4,35.1,174.3,0.388,0.0083
20.4,36.8,191.5,0.388,0.0083
20.4,40.6,205.7,0.392,0.0101
20.4,45.3,216.5,0.392,0.0116
20.4,50.3,224.3,0.394,0.013
20.4,54.9,230.2,0.399,0.0153
20.4,59.2,234.6,0.398,0.0172
20.9,60.6,107.4,0.17,0.0138
20.9,56.4,110.6,0.176,0.0127
20.9,51.6,114.8,0.178,0.0117
20.9,46.1,120.6,0.177,0.0109
20.9,40.3,128.8,0.178,0.0098
20.9,34.6,141,0.184,0.0091
20.9,30.3,158.6,0.181,0.0082
20.9,28.9,180.6,0.18,0.0081
20.9,31.2,201.8,0.181,0.0079
20.9,36.1,217.9,0.178,0.0097
20.9,41.9,229,0.177,0.0107
20.9,47.7,236.5,0.173,0.012
20.9,53,241.8,0.173,0.0131
20.9,57.8,245.7,0.172,0.0143
21.1,58.4,111,0.138,0.013
21.1,53.7,114.2,0.142,0.0119
21.1,48.4,118.7,0.144,0.011
21.1,42.4,125,0.148,0.0099
21.1,36,134.6,0.149,0.0089
21.1,30.1,149.4,0.151,0.0078
21.1,26.3,171.1,0.154,0.007
21.1,26.6,196.3,0.154,0.0071
21.1,30.8,217.1,0.15,0.0077
21.1,36.9,231.1,0.149,0.009
21.1,43.3,240.2,0.146,0.0105
21.1,49.2,246.2,0.144,0.0112
21.1,54.5,250.5,0.142,0.0128
21.1,59.1,253.6,0.14,0.0143
21.3,58.7,111.8,0.314,0.0129
21.3,54,114.8,0.316,0.0118
21.3,48.6,118.8,0.318,0.0103
21.3,42.5,124.5,0.321,0.0091
21.3,35.8,133.3,0.321,0.0081
21.3,29.4,147.3,0.323,0.0073
21.3,24.8,169.1,0.325,0.0065
21.3,24.5,196.5,0.321,0.0058
21.3,28.6,219.5,0.321,0.0067
21.3,34.9,234.5,0.317,0.007
21.3,41.7,243.9,0.321,0.0081
21.3,47.9,250,0.317,0.0098
21.3,53.5,254.2,0.317,0.0101
21.3,58.3,257.2,0.318,0.0112
22.9,57.5,104.4,0.313,0.0087
22.9,52.4,105.7,0.302,0.0076
